HELP_ID	CODE	UMASK	OTHER	COMMON	WEIGHT	COUNTER	NAME	DESCRIPTION	HELP_FILE	OVERFLOW	SAV_LOWER_LIMIT	DEFAULT	CALIBRATION	PRECISE_EVENT	EM TRIGGER
0x1002C	0x69	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_INVAL.SELF	Invalidate bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002D	0x6A	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_PWR.ALL_AGENTS	Partial write bus transaction.	pmb.chm	200000	0	0	0	0	0
0x1002D	0x6A	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_PWR.SELF	Partial write bus transaction.	pmb.chm	200000	0	0	0	0	0
0x1002E	0x6B	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_P.ALL_AGENTS	Partial bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002E	0x6B	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_P.SELF	Partial bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002F	0x6C	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_IO.ALL_AGENTS	IO bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002F	0x6C	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_IO.SELF	IO bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10030	0x6D	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_DEF.ALL_AGENTS	Deferred bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10030	0x6D	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_DEF.SELF	Deferred bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10031	0x6E	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_BURST.ALL_AGENTS	Burst (full cache-line) bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10031	0x6E	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_BURST.SELF	Burst (full cache-line) bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10032	0x6F	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_MEM.ALL_AGENTS	Memory bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10032	0x6F	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_MEM.SELF	Memory bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10033	0x70	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_ANY.ALL_AGENTS	All bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10033	0x70	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_ANY.SELF	All bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0xB	0x53	0x401	0	"0,1"	EXT_SNOOP.THIS_AGENT.ANY	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x1	0x53	0x401	0	"0,1"	EXT_SNOOP.THIS_AGENT.CLEAN	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x2	0x53	0x401	0	"0,1"	EXT_SNOOP.THIS_AGENT.HIT	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x8	0x53	0x401	0	"0,1"	EXT_SNOOP.THIS_AGENT.HITM	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x2B	0x53	0x401	0	"0,1"	EXT_SNOOP.ALL_AGENTS.ANY	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x21	0x53	0x401	0	"0,1"	EXT_SNOOP.ALL_AGENTS.CLEAN	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x22	0x53	0x401	0	"0,1"	EXT_SNOOP.ALL_AGENTS.HIT	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10034	0x77	0x28	0x53	0x401	0	"0,1"	EXT_SNOOP.ALL_AGENTS.HITM	External snoops.	pmb.chm	200000	0	0	0	0	0
0x10035	0x7A	0x20	0x53	0x401	0	"0,1"	BUS_HIT_DRV.ALL_AGENTS	HIT signal asserted.	pmb.chm	200000	0	0	0	0	0
0x10035	0x7A	0x0	0x53	0x401	0	"0,1"	BUS_HIT_DRV.THIS_AGENT	HIT signal asserted.	pmb.chm	200000	0	0	0	0	0
0x10036	0x7B	0x20	0x53	0x401	0	"0,1"	BUS_HITM_DRV.ALL_AGENTS	HITM signal asserted.	pmb.chm	200000	0	0	0	0	0
0x10036	0x7B	0x0	0x53	0x401	0	"0,1"	BUS_HITM_DRV.THIS_AGENT	HITM signal asserted.	pmb.chm	200000	0	0	0	0	0
0x10037	0x7D	0x40	0x53	0x201	0	"0,1"	BUSQ_EMPTY.SELF	Bus queue is empty.	pmb.chm	200000	0	0	0	0	0
0x10038	0x7E	0xE0	0x53	0x401	0	"0,1"	SNOOP_STALL_DRV.ALL_AGENTS	Bus stalled for snoops.	pmb.chm	200000	0	0	0	0	0
0x10038	0x7E	0x40	0x53	0x401	0	"0,1"	SNOOP_STALL_DRV.SELF	Bus stalled for snoops.	pmb.chm	200000	0	0	0	0	0
0x10039	0x7F	0x40	0x53	0x201	0	"0,1"	BUS_IO_WAIT.SELF	IO requests waiting in the bus queue.	pmb.chm	200000	0	0	0	0	0
0x1003A	0x80	0x3	0x53	0x41	0	"0,1"	ICACHE.ACCESSES	Instruction fetches.	pmb.chm	200000	0	0	0	0	0
0x1003A	0x80	0x1	0x53	0x41	0	"0,1"	ICACHE.HIT	Icache hit	pmb.chm	200000	0	0	0	0	0
0x1003A	0x80	0x2	0x53	0x41	0	"0,1"	ICACHE.MISSES	Icache miss	pmb.chm	200000	0	0	0	0	0
0x1003B	0x82	0x1	0x53	0x41	0	"0,1"	ITLB.HIT	ITLB hits.	pmb.chm	200000	0	0	0	0	0
0x1003B	0x82	0x4	0x53	0x41	0	"0,1"	ITLB.FLUSH	ITLB flushes.	pmb.chm	200000	0	0	0	0	0
0x1003B	0x82	0x2	0x53	0x51	0	"0,1"	ITLB.MISSES	ITLB misses.	pmb.chm	200000	0	0	0	1	0
0x1003C	0x86	0x1	0x53	0x41	0	"0,1"	CYCLES_ICACHE_MEM_STALLED.ICACHE_MEM_STALLED	Cycles during which instruction fetches are  stalled.	pmb.chm	2000000	0	0	0	0	0
0x1003D	0x87	0x1	0x53	0x3	0	"0,1"	DECODE_STALL.PFB_EMPTY	Decode stall due to PFB empty	pmb.chm	2000000	0	0	0	0	0
0x1003D	0x87	0x2	0x53	0x3	0	"0,1"	DECODE_STALL.IQ_FULL	Decode stall due to IQ full 	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x1	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.COND	All macro conditional branch instructions.	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x2	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.UNCOND	"All macro unconditional branch instructions, excluding calls and indirects"	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x4	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.IND	All indirect branches that are not calls. 	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x8	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.RET	All indirect branches that have a return mnemonic	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x10	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.DIR_CALL	All non-indirect calls	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x20	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.IND_CALL	"All indirect calls, including both register and memory indirect."	pmb.chm	2000000	0	0	0	0	0
0x1003E	0x88	0x41	0x53	0x9	0	"0,1"	BR_INST_TYPE_RETIRED.COND_TAKEN	Only taken macro conditional branch instructions	pmb.chm	2000000	0	0	0	0	0
0x1003F	0x89	0x1	0x53	0x9	0	"0,1"	BR_MISSP_TYPE_RETIRED.COND	Mispredicted cond branch instructions retired	pmb.chm	2000000	0	0	0	0	0
0x1003F	0x89	0x2	0x53	0x9	0	"0,1"	BR_MISSP_TYPE_RETIRED.IND	Mispredicted ind branches that are not calls	pmb.chm	2000000	0	0	0	0	0
0x1003F	0x89	0x4	0x53	0x9	0	"0,1"	BR_MISSP_TYPE_RETIRED.RETURN	Mispredicted return branches	pmb.chm	2000000	0	0	0	0	0
0x1003F	0x89	0x8	0x53	0x9	0	"0,1"	BR_MISSP_TYPE_RETIRED.IND_CALL	"Mispredicted indirect calls, including both register and memory indirect. "	pmb.chm	2000000	0	0	0	0	0
0x1003F	0x89	0x11	0x53	0x9	0	"0,1"	BR_MISSP_TYPE_RETIRED.COND_TAKEN	Mispredicted and taken cond branch instructions retired	pmb.chm	2000000	0	0	0	0	0
0x10040	0xAA	0x1	0x53	0x3	0	"0,1"	MACRO_INSTS.NON_CISC_DECODED	Non-CISC nacro instructions decoded 	pmb.chm	2000000	0	0	0	0	0
0x10040	0xAA	0x2	0x53	0x3	0	"0,1"	MACRO_INSTS.CISC_DECODED	CISC macro instructions decoded 	pmb.chm	2000000	0	0	0	0	0
0x10040	0xAA	0x3	0x53	0x3	0	"0,1"	MACRO_INSTS.ALL_DECODED	All Instructions decoded	pmb.chm	2000000	0	0	0	0	0
0x10041	0xB0	0x0	0x53	0x9	0	"0,1"	SIMD_UOPS_EXEC.S	SIMD micro-ops executed (excluding stores).	pmb.chm	2000000	0	0	0	0	0
0x10041	0xB0	0x80	0x53	0x19	0	"0,1"	SIMD_UOPS_EXEC.AR	SIMD micro-ops retired (excluding stores).	pmb.chm	2000000	0	0	0	1	0
0x10042	0xB1	0x0	0x53	0x9	0	"0,1"	SIMD_SAT_UOP_EXEC.S	SIMD saturated arithmetic micro-ops executed.	pmb.chm	2000000	0	0	0	0	0
0x10042	0xB1	0x80	0x53	0x9	0	"0,1"	SIMD_SAT_UOP_EXEC.AR	SIMD saturated arithmetic micro-ops retired.	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x1	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.MUL.S	SIMD packed multiply micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x81	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.MUL.AR	SIMD packed multiply micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x2	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.SHIFT.S	SIMD packed shift micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x82	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.SHIFT.AR	SIMD packed shift micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x4	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.PACK.S	SIMD packed micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x84	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.PACK.AR	SIMD packed micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x8	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.UNPACK.S	SIMD unpacked micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x88	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.UNPACK.AR	SIMD unpacked micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x10	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.LOGICAL.S	SIMD packed logical micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x90	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.LOGICAL.AR	SIMD packed logical micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0x20	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.ARITHMETIC.S	SIMD packed arithmetic micro-ops executed	pmb.chm	2000000	0	0	0	0	0
0x10043	0xB3	0xA0	0x53	0x9	0	"0,1"	SIMD_UOP_TYPE_EXEC.ARITHMETIC.AR	SIMD packed arithmetic micro-ops retired	pmb.chm	2000000	0	0	0	0	0
0x10044	0xC0	0x0	0x53	0x1019	0	"0,1"	INST_RETIRED.ANY_P	Instructions retired (precise event).	pmb.chm	2000000	5	0	0	1	0
0x10045	0xA	0x0	0x53	0x1009	0	32	INST_RETIRED.ANY	Instructions retired.	pmb.chm	2000000	5	1	0	0	1
0x10046	0xC2	0x10	0x53	0x1009	0	"0,1"	UOPS_RETIRED.ANY	Micro-ops retired.	pmb.chm	2000000	5	0	0	0	0
0x10046	0xC2	0x10	0x1D3	0x1009	0	"0,1"	UOPS_RETIRED.STALLED_CYCLES	Cycles no micro-ops retired.	pmb.chm	2000000	0	0	0	0	0
0x10046	0xC2	0x10	0x1D7	0x1009	0	"0,1"	UOPS_RETIRED.STALLS	Periods no micro-ops retired.	pmb.chm	2000000	0	0	0	0	0
0x10046	0xA9	0x1	0x153	0x3	0	"0,1"	UOPS.MS_CYCLES	"This event counts the cycles where 1 or more uops are issued by the micro-sequencer (MS), including microcode assists and inserted flows, and written to the IQ. "	pmb.chm	2000000	0	0	0	0	0
0x10047	0xC3	0x1	0x53	0x3	0	"0,1"	MACHINE_CLEARS.SMC	Self-Modifying Code detected.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0x0	0x53	0x9	0	"0,1"	BR_INST_RETIRED.ANY	Retired branch instructions.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0x1	0x53	0x9	0	"0,1"	BR_INST_RETIRED.PRED_NOT_TAKEN	Retired branch instructions that were predicted not-taken.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0x2	0x53	0x9	0	"0,1"	BR_INST_RETIRED.MISPRED_NOT_TAKEN	Retired branch instructions that were mispredicted not-taken.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0x4	0x53	0x9	0	"0,1"	BR_INST_RETIRED.PRED_TAKEN	Retired branch instructions that were predicted taken.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0x8	0x53	0x9	0	"0,1"	BR_INST_RETIRED.MISPRED_TAKEN	Retired branch instructions that were mispredicted taken.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0xA	0x53	0x19	0	"0,1"	BR_INST_RETIRED.MISPRED	Retired mispredicted branch instructions.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0xA	0x53	0x19	0	"0,1"	BR_INST_RETIRED.MISPRED.PS	Retired mispredicted branch instructions.	pmb.chm	2000000	0	0	0	1	0
0x10048	0xC4	0xC	0x53	0x9	0	"0,1"	BR_INST_RETIRED.TAKEN	Retired taken branch instructions.	pmb.chm	2000000	0	0	0	0	0
0x10048	0xC4	0xF	0x53	0x9	0	"0,1"	BR_INST_RETIRED.ANY1	Retired branch instructions.	pmb.chm	2000000	0	0	0	0	0
0x10049	0xC5	0x0	0x53	0x19	0	"0,1"	BR_INST_RETIRED.MISPRED	Retired mispredicted branch instructions (precise event).	pmb.chm	2000000	0	0	0	1	0
0x1004A	0xC6	0x1	0x53	0x4001	0	"0,1"	CYCLES_INT_MASKED.CYCLES_INT_MASKED	Cycles during which interrupts are disabled.	pmb.chm	2000000	0	0	0	0	0
0x1004A	0xC6	0x2	0x53	0x4001	0	"0,1"	CYCLES_INT_MASKED.CYCLES_INT_PENDING_AND_MASKED	Cycles during which interrupts are pending and disabled.	pmb.chm	2000000	0	0	0	0	0
0x1004B	0xC7	0x1	0x53	0x9	0	"0,1"	SIMD_INST_RETIRED.PACKED_SINGLE	Retired Streaming SIMD Extensions (SSE) packed-single instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004B	0xC7	0x2	0x53	0x9	0	"0,1"	SIMD_INST_RETIRED.SCALAR_SINGLE	Retired Streaming SIMD Extensions (SSE) scalar-single instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004B	0xC7	0x8	0x53	0x9	0	"0,1"	SIMD_INST_RETIRED.SCALAR_DOUBLE	Retired Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004B	0xC7	0x10	0x53	0x9	0	"0,1"	SIMD_INST_RETIRED.VECTOR	Retired Streaming SIMD Extensions 2 (SSE2) vector instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004C	0xC8	0x0	0x53	0x4001	0	"0,1"	HW_INT_RCV	Hardware interrupts received.	pmb.chm	2000000	0	0	0	0	0
0x1004D	0xCA	0x1	0x53	0x9	0	"0,1"	SIMD_COMP_INST_RETIRED.PACKED_SINGLE	Retired computational Streaming SIMD Extensions (SSE) packed-single instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004D	0xCA	0x2	0x53	0x9	0	"0,1"	SIMD_COMP_INST_RETIRED.SCALAR_SINGLE	Retired computational Streaming SIMD Extensions (SSE) scalar-single instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004D	0xCA	0x8	0x53	0x9	0	"0,1"	SIMD_COMP_INST_RETIRED.SCALAR_DOUBLE	Retired computational Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	pmb.chm	2000000	0	0	0	0	0
0x1004E	0xCB	0x1	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.L2_HIT	Retired loads that hit the L2 cache (precise event).	pmb.chm	200000	0	0	0	0	0
0x1004E	0xCB	0x81	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.L2_HIT.PS	Retired loads that hit the L2 cache (precise event).	pmb.chm	200000	0	0	0	1	0
0x1004E	0xCB	0x2	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.L2_MISS	Retired loads that miss the L2 cache	pmb.chm	10000	0	0	0	0	0
0x1004E	0xCB	0x82	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.L2_MISS.PS	Retired loads that miss the L2 cache (precise event).	pmb.chm	10000	0	0	0	1	0
0x1004E	0xCB	0x4	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.DTLB_MISS	Retired loads that miss the DTLB (precise event).	pmb.chm	200000	0	0	0	0	0
0x1004E	0xCB	0x4	0x53	0x9	0	"0,1"	MEM_LOAD_RETIRED.DTLB_MISS.PS	Retired loads that miss the DTLB (precise event).	pmb.chm	200000	0	0	0	1	0
0x1004F	0xCD	0x0	0x53	0x9	0	"0,1"	SIMD_ASSIST	SIMD assists invoked.	pmb.chm	100000	0	0	0	0	0
0x10050	0xCE	0x0	0x53	0x9	0	"0,1"	SIMD_INSTR_RETIRED	SIMD Instructions retired.	pmb.chm	2000000	0	0	0	0	0
0x10051	0xCF	0x0	0x53	0x9	0	"0,1"	SIMD_SAT_INSTR_RETIRED	Saturated arithmetic instructions retired.	pmb.chm	2000000	0	0	0	0	0
0x10052	0xDC	0x2	0x53	0x5	0	"0,1"	RESOURCE_STALLS.DIV_BUSY	Cycles issue is stalled due to div busy.	pmb.chm	2000000	0	0	0	0	0
0x10053	0xE0	0x1	0x53	0x3	0	"0,1"	BR_INST_DECODED	Branch instructions decoded	pmb.chm	2000000	0	0	0	0	0
0x10054	0xE4	0x1	0x53	0x3	0	"0,1"	BOGUS_BR	Bogus branches	pmb.chm	2000000	0	0	0	0	0
0x10055	0xE6	0x1	0x53	0x3	0	"0,1"	BACLEARS.ANY	BACLEARS asserted.	pmb.chm	2000000	0	0	0	0	0
0x10056	0x3	0x1	0x53	0x5	0	"0,1"	REISSUE.OVERLAP_STORE	Micro-op reissues on a store-load collision	pmb.chm	200000	0	0	0	0	0
0x10057	0x3	0x81	0x53	0x5	0	"0,1"	REISSUE.OVERLAP_STORE.AR	Micro-op reissues on a store-load collision (At Retirement)	pmb.chm	200000	0	0	0	0	0
